id,title,artist,mood,tempo,genre,artist_type,chart_date,durationSeg,top,anioNacimiento
212,Promiscuous,NELLY FURTADO featuring TIMBALAND,Energizing,Medium Tempo,Pop,Mixed,20060708,189.0,1,1978.0
213,Like A Cowboy,RANDY HOUSER,Empowering,Medium Tempo,Traditional,Male,20141220,340.0,0,1969.0
214,Empire,SHAKIRA,Sensual,Medium Tempo,Electronica,Male,20140412,200.0,0,1977.0
215,Womanizer,BRITNEY SPEARS,Energizing,Medium Tempo,Pop,Female,20081025,174.0,1,1981.0
216,"Hold On, We're Going Home",DRAKE featuring MAJID JORDAN,Cool,Medium Tempo,Urban,Male,20140104,188.0,0,1986.0
217,Sledgehammer,FIFTH HARMONY,Excited,Fast Tempo,Pop,Female,20141213,271.0,0,1993.0
218,How To Love,CHRISTINA GRIMMIE,Energizing,Medium Tempo,Urban,Male,20140524,233.0,0,1994.0
219,Perfect Storm,BRAD PAISLEY,Yearning,Medium Tempo,Traditional,Male,20141025,0.0,0,1972.0
220,Go Hard Or Go Home,WIZ KHALIFA & IGGY AZALEA,Energizing,Medium Tempo,Urban,Male,20150307,233.0,0,.0
221,Cold One,ERIC CHURCH,Rowdy,Fast Tempo,Traditional,Male,20140823,270.0,0,1977.0
222,Amnesia,5 SECONDS OF SUMMER,Peaceful,Medium Tempo,Pop,Male,20140719,205.0,0,1996.0
223,I Can't Make You Love Me,JOSH KAUFMAN,Empowering,Medium Tempo,Rock,Female,20140524,270.0,0,.0
224,Drunk In Love,BEYONCE featuring JAY-Z,Energizing,Medium Tempo,Urban,Mixed,20140104,234.0,0,1981.0
225,Handsome And Wealthy,MIGOS,Aggressive,Fast Tempo,Urban,Male,20141011,221.0,0,1991.0
226,Goodnight Kiss,RANDY HOUSER,Empowering,Medium Tempo,Traditional,Male,20140125,363.0,0,1969.0
227,Ride,SOMO,Sophisticated,Medium Tempo,Urban,Male,20140125,232.0,0,.0
228,Gorilla,BRUNO MARS,Urgent,Fast Tempo,Pop,Male,20140111,253.0,0,1985.0
229,Who I Am With You,CHRIS YOUNG,Empowering,Medium Tempo,Traditional,Male,20140510,272.0,0,1985.0
230,All About It,HOODIE ALLEN featuring ED SHEERAN,Cool,Medium Tempo,Pop,Male,20150124,268.0,0,1991.0
231,Dear Future Husband,MEGHAN TRAINOR,Urgent,Fast Tempo,Pop,Female,20140927,253.0,0,1993.0
232,No Tellin',DRAKE,Cool,Medium Tempo,Urban,Male,20150307,322.0,0,1986.0
233,Who Do You Love?,YG featuring DRAKE,Cool,Medium Tempo,Urban,Male,20140329,238.0,0,1986.0
234,The Old Rugged Cross,CRAIG WAYNE BOYDE,Easygoing,Medium Tempo,Other,Male,20141227,253.0,0,1978.0
235,Wrecking Ball,MILEY CYRUS,Empowering,Medium Tempo,Pop,Female,20130928,196.0,1,1992.0
236,Stockholm Syndrome,ONE DIRECTION,Yearning,Medium Tempo,Pop,Male,20141206,227.0,0,1994.0
237,Delirious (Boneless),"STEVE AOKI, CHRIS LAKE & TUJAMO featuring KID INK",Defiant,Medium Tempo,Electronica,Male,20140906,214.0,0,.0
238,Irresistible,FALL OUT BOY,Defiant,Medium Tempo,Alternative & Punk,Male,20150124,2040.0,0,1984.0
239,Dust,ELI YOUNG BAND,Empowering,Medium Tempo,Traditional,Male,20140726,186.0,0,.0
240,I Choose You,SARA BAREILLES,Yearning,Medium Tempo,Pop,Female,20140524,0.0,0,1979.0
241,What We Ain't Got,JAKE OWEN,Sentimental,Slow Tempo,Traditional,Male,20150117,251.0,0,1981.0
242,Wildest Dreams,TAYLOR SWIFT,Sensual,Medium Tempo,Pop,Female,20141115,225.0,0,1989.0
243,I Walk The Line,CRAIG WAYNE BOYD,Melancholy,Medium Tempo,Traditional,Male,20141213,286.0,0,1978.0
244,New Flame,CHRIS BROWN featuring USHER & RICK ROSS,Sensual,Medium Tempo,Urban,Male,20140719,286.0,0,1989.0
245,#SELFIE,THE CHAINSMOKERS,Energizing,Medium Tempo,Electronica,Male,20140315,213.0,0,.0
246,Whatever She's Got,DAVID NAIL,Empowering,Medium Tempo,Traditional,Male,20140104,233.0,0,1979.0
247,Hey There Delilah,PLAIN WHITE T'S,Yearning,Medium Tempo,Alternative & Punk,Male,20070728,187.0,1,1979.0
248,Talking Body,TOVE LO,Energizing,Medium Tempo,Electronica,Female,20150214,211.0,0,.0
249,God Made Girls,RAELYNN,Yearning,Medium Tempo,Traditional,Female,20141108,236.0,0,1994.0
250,Don't Stop,5 SECONDS OF SUMMER,Melancholy,Slow Tempo,Pop,Male,20140531,295.0,0,1996.0
251,Throw Sum Mo,RAE SREMMURD featuring NICKI MINAJ & YOUNG THUG,Cool,Medium Tempo,Urban,Mixed,20150117,266.0,0,1995.0
252,Whatcha Say,JASON DeRULO,Energizing,Medium Tempo,Pop,Male,20091114,358.0,1,1989.0
253,Whiskey In My Water,TYLER FARR,Empowering,Medium Tempo,Traditional,Male,20140412,72.0,0,.0
254,You Sound Good To Me,LUCY HALE,Excited,Medium Tempo,Traditional,Female,20140125,140.0,0,1989.0
255,White Walls,MACKLEMORE & RYAN LEWIS featuring SCHOOLBOY Q & HOLLIS,Cool,Medium Tempo,Urban,Male,20140104,343.0,0,1983.0
256,We Are Never Ever Getting Back Together,TAYLOR SWIFT,Excited,Medium Tempo,Pop,Female,20120901,165.0,1,1989.0
257,Made Me,SNOOTIE WILD featuring K CAMP,Excited,Fast Tempo,Urban,Male,20141108,317.0,0,.0
258,Imma Be,THE BLACK EYED PEAS,Defiant,Medium Tempo,Urban,Mixed,20100306,310.0,1,1975.0
259,Thinking About You,CALVIN HARRIS featuring AYAH MARAR,Excited,Medium Tempo,Pop,Mixed,20140201,210.0,0,1984.0
260,Human,CHRISTINA PERRI,Empowering,Slow Tempo,Pop,Female,20140222,232.0,0,.0
261,I See You,LUKE BRYAN,Yearning,Medium Tempo,Traditional,Male,20141213,241.0,0,1976.0
262,The Worst,JHENE AIKO,Sensual,Slow Tempo,Urban,Female,20140222,226.0,0,.0
263,Stay The Night,ZEDD featuring HAYLEY WILLIAMS,Excited,Medium Tempo,Pop,Mixed,20140104,241.0,0,.0
264,Apparently,J. COLE,Sensual,Medium Tempo,Urban,Male,20150103,241.0,0,1985.0
265,A Sky Full Of Stars,COLDPLAY,Brooding,Medium Tempo,Alternative & Punk,Male,20140517,239.0,0,1977.0
266,Somethin' Bad,MIRANDA LAMBERT duet with CARRIE UNDERWOOD,Urgent,Medium Tempo,Traditional,Female,20140607,207.0,0,.0
267,Somebody That I Used To Know,GOTYE featuring KIMBRA,Energizing,Medium Tempo,Alternative & Punk,Mixed,20120428,182.0,1,1980.0
268,You & I,ONE DIRECTION,Empowering,Medium Tempo,Pop,Male,20140503,203.0,0,1994.0
269,Pompeii,BASTILLE,Defiant,Medium Tempo,Alternative & Punk,Male,20140104,264.0,0,.0
270,Make Me Wanna,THOMAS RHETT,Empowering,Medium Tempo,Traditional,Male,20141129,206.0,0,1990.0
271,Truffle Butter,NICKI MINAJ featuring DRAKE & LIL WAYNE,Cool,Medium Tempo,Urban,Mixed,20150207,165.0,0,1982.0
272,Don't Let Me Be Lonely,THE BAND PERRY,Empowering,Medium Tempo,Traditional,Mixed,20140104,202.0,0,1983.0
273,"Touchin', Lovin'",TREY SONGZ featuring NICKI MINAJ,Cool,Medium Tempo,Urban,Mixed,20140920,227.0,0,.0
274,Errrbody,YO GOTTI,Cool,Medium Tempo,Urban,Male,20141025,277.0,0,.0
275,John Doe,B.O.B featuring PRISCILLA,Yearning,Medium Tempo,Urban,Mixed,20140412,199.0,0,.0
276,Where Do Broken Hearts Go,ONE DIRECTION,Empowering,Medium Tempo,Pop,Male,20141129,267.0,0,1994.0
277,Can't Help Falling In Love,CHRISTINA GRIMMIE,Empowering,Medium Tempo,Pop,Female,20140607,230.0,0,1994.0
278,SexyBack,JUSTIN TIMBERLAKE,Cool,Medium Tempo,Pop,Male,20060909,370.0,1,1981.0
279,Girlfriend,AVRIL LAVIGNE,Urgent,Medium Tempo,Pop,Female,20070505,317.0,1,1984.0
280,She Twerkin,CA$H OUT,Energizing,Medium Tempo,Urban,Male,20140712,250.0,0,.0
281,One,ED SHEERAN,Empowering,Slow Tempo,Pop,Male,20140531,209.0,0,1991.0
282,About The Money,T.I. featuring YOUNG THUG,Cool,Medium Tempo,Urban,Male,20140823,0.0,0,1980.0
283,Burnin' It Down,JASON ALDEAN,Romantic,Medium Tempo,Traditional,Male,20140809,327.0,0,1977.0
284,Just Dance,LADY GAGA featuring COLBY O'DONIS,Excited,Medium Tempo,Pop,Mixed,20090117,222.0,1,1986.0
285,Do What U Want,LADY GAGA featuring R. KELLY,Excited,Medium Tempo,Pop,Mixed,20140104,230.0,0,1986.0
286,Dangerous,DAVID GUETTA featuring SAM MARTIN,Energizing,Medium Tempo,Urban,Male,20141108,0.0,0,1967.0
287,Love Never Felt So Good,MICHAEL JACKSON & JUSTIN TIMBERLAKE,Energizing,Medium Tempo,Pop,Male,20140517,219.0,0,1981.0
288,Chains,NICK JONAS,Defiant,Medium Tempo,Pop,Male,20150214,237.0,0,1992.0
289,Goodies,CIARA & PETEY PABLO,Cool,Medium Tempo,Urban,Mixed,20040911,200.0,1,1985.0
290,SOS,RIHANNA,Urgent,Fast Tempo,Urban,Female,20060513,234.0,1,1988.0
291,Steal My Girl,ONE DIRECTION,Defiant,Medium Tempo,Pop,Male,20141018,290.0,0,1994.0
292,Love Me Harder,ARIANA GRANDE & THE WEEKND,Excited,Fast Tempo,Pop,Mixed,20141025,189.0,0,1994.0
293,Preach,DRAKE featuring PARTYNEXTDOOR,Defiant,Medium Tempo,Urban,Male,20150228,315.0,0,1986.0
294,You're Beautiful,JAMES BLUNT,Empowering,Slow Tempo,Pop,Male,20060311,235.0,1,1974.0
295,Work It,"MISSY ""MISDEMEANOR"" ELLIOTT",Energizing,Medium Tempo,Urban,Female,20150221,2836.0,0,1971.0
296,The Language,DRAKE,Cool,Medium Tempo,Urban,Male,20140104,288.0,0,1986.0
297,Adrenalina,WISIN featuring JENNIFER LOPEZ & RICKY MARTIN,Rowdy,Fast Tempo,Other,Male,20140322,276.0,0,.0
298,Dark Horse,KATY PERRY featuring JUICY J,Excited,Fast Tempo,Pop,Mixed,20140208,232.0,1,1984.0
299,Love The Way You Lie,EMINEM featuring RIHANNA,Excited,Medium Tempo,Urban,Mixed,20100731,236.0,1,1981.0
300,Not A Bad Thing,JUSTIN TIMBERLAKE,Empowering,Medium Tempo,Pop,Male,20140315,241.0,0,1981.0
301,Only Girl (In The World),RIHANNA,Urgent,Medium Tempo,Urban,Female,20101204,252.0,1,1988.0
302,Yeah,USHER feat LUDACRIS & LIL JON,Cool,Medium Tempo,Urban,Male,20040228,245.0,1,1978.0
303,Little Dummer Boy,PENTATONIX,Gritty,Medium Tempo,Traditional,Male,20140104,283.0,0,1992.0
304,24 Hours,TEEFLII featuring 2 CHAINZ,Sensual,Medium Tempo,Urban,Male,20140913,242.0,0,.0
305,I'm Not The Only One,SAM SMITH,Empowering,Medium Tempo,Urban,Male,20140621,217.0,0,1992.0
306,Hotel,KID INK featuring CHRIS BROWN,Sensual,Medium Tempo,Urban,Male,20150221,195.0,0,.0
307,17 Again,BRANTLEY GILBERT,Empowering,Medium Tempo,Traditional,Male,20140524,171.0,0,1985.0
308,What's My Name?,RIHANNA featuring DRAKE,Cool,Medium Tempo,Urban,Mixed,20101120,202.0,1,1988.0
309,Lips Are Movin',MEGHAN TRAINOR,Excited,Fast Tempo,Pop,Female,20141108,230.0,0,1993.0
310,i,KENDRICK LAMAR,Easygoing,Medium Tempo,Urban,Male,20141011,0.0,0,1987.0
311,Wiggle,JASON DERULO featuring SNOOP DOGG,Fiery,Medium Tempo,Jazz,Male,20140517,232.0,0,.0
312,Uptown Funk!,MARK RONSON featuring BRUNO MARS,Rowdy,Medium Tempo,Pop,Male,20150117,262.0,1,1975.0
313,Billie Jean,MICHAEL JACKSON,Stirring,Medium Tempo,Urban,Male,20140607,171.0,0,1958.0
314,Friday Night,ERIC PASLAY,Empowering,Medium Tempo,Traditional,Mixed,20140104,245.0,0,1983.0
315,I Luv This Shit,AUGUST ALSINA / TRINIDAD JAMES,Excited,Fast Tempo,Urban,Male,20140104,266.0,0,.0
316,Carolina,PARMALEE,Empowering,Medium Tempo,Traditional,Male,20140104,215.0,0,.0
317,OMG,USHER featuring WILL.I.AM,Gritty,Medium Tempo,Urban,Male,20100515,257.0,1,1981.0
318,Not For Long,B.O.B featuring TREY SONGZ,Sensual,Medium Tempo,Urban,Male,20150124,189.0,0,.0
319,Don't Tell 'Em,JEREMIH featuring YG,Defiant,Medium Tempo,Urban,Male,20140712,84.0,0,.0
320,S&M,RIHANNA,Energizing,Medium Tempo,Urban,Female,20110430,251.0,1,1988.0
321,Pills N Potions,NICKI MINAJ,Sensual,Medium Tempo,Urban,Female,20140607,209.0,0,1982.0
322,I Will Never Let You Down,RITA ORA,Defiant,Medium Tempo,Alternative & Punk,Male,20140816,275.0,0,1991.0
323,Happy Little Pill,TROYE SIVAN,Energizing,Fast Tempo,Electronica,Male,20140809,256.0,0,1995.0
324,EW!,JIMMY FALLON featuring WILL.I.AM,Energizing,Medium Tempo,Other,Male,20141025,272.0,0,.0
325,Superheroes,THE SCRIPT,Empowering,Medium Tempo,Pop,Male,20141004,280.0,0,.0
326,Part Of Me,KATY PERRY,Excited,Medium Tempo,Pop,Female,20120303,252.0,1,1984.0
327,Geronimo,SHEPPARD,Yearning,Medium Tempo,Alternative & Punk,Mixed,20141220,496.0,0,.0
328,Ghost,ELLA HENDERSON,Excited,Medium Tempo,Pop,Female,20141115,211.0,0,1996.0
329,We Are Tonight,BILLY CURRINGTON,Empowering,Medium Tempo,Traditional,Male,20140510,239.0,0,1973.0
330,Ready To Run,ONE DIRECTION,Brooding,Medium Tempo,Pop,Male,20141122,823.0,0,1994.0
331,When I Was Your Man,CHRIS JAMISON,Sophisticated,Slow Tempo,Pop,Male,20141227,0.0,0,1994.0
332,Bailando,ENRIQUE IGLESIAS featuring DESCEMER BUENO & GENTE DE ZONA,Energizing,Medium Tempo,Urban,Male,20140517,0.0,0,1975.0
333,Blame,CALVIN HARRIS featuring JOHN NEWMAN,Excited,Medium Tempo,Electronica,Male,20140927,222.0,0,1984.0
334,Best Day Of My Life,AMERICAN AUTHORS,Defiant,Medium Tempo,Alternative & Punk,Male,20140104,326.0,0,.0
335,Follow Your Arrow,KACEY MUSGRAVES,Empowering,Slow Tempo,Traditional,Female,20140215,0.0,0,1988.0
336,Neon Light,BLAKE SHELTON,Rowdy,Medium Tempo,Traditional,Male,20140906,220.0,0,1976.0
337,I Wanna Love You,AKON featuring SNOOP DOGG,Sensual,Medium Tempo,Urban,Male,20061202,238.0,1,1973.0
338,Welcome To New York,TAYLOR SWIFT,Excited,Medium Tempo,Pop,Female,20141108,82.0,0,1989.0
339,Say Something,A GREAT BIG WORLD featuring CHRISTINA AGUILERA,Sentimental,Slow Tempo,Pop,Mixed,20140104,217.0,0,.0
340,What Kind Of Man,FLORENCE + THE MACHINE,Yearning,Medium Tempo,Alternative & Punk,Mixed,20150228,2836.0,0,.0
341,Baby It's Cold Outside,IDINA MENZEL duet with MICHAEL BUBLE,Sophisticated,Slow Tempo,Pop,Mixed,20141206,3985.0,0,.0
342,Money Maker,LUDACRIS featuring PHARRELL,Defiant,Medium Tempo,Urban,Male,20061028,225.0,1,1973.0
343,I Mean It,G-EAZY featuring REMO,Cool,Medium Tempo,Urban,Male,20150117,211.0,0,.0
344,Riptide,VANCE JOY,Fiery,Medium Tempo,Alternative & Punk,Male,20140712,268.0,0,.0
345,Fight Night,MIGOS,Defiant,Medium Tempo,Urban,Male,20140726,214.0,0,1991.0
346,Wasted,TIESTO featuring MATTHEW KOMA,Energizing,Medium Tempo,Pop,Male,20140621,296.0,0,1969.0
347,My Boo,USHER & ALICIA KEYS,Sensual,Slow Tempo,Urban,Mixed,20041030,205.0,1,1981.0
348,Somewhere In My Car,KEITH URBAN,Yearning,Medium Tempo,Traditional,Male,20140913,218.0,0,1967.0
349,Show Me,KID INK featuring CHIS BROWN,Sensual,Medium Tempo,Urban,Male,20140104,214.0,0,1989.0
350,0 To 100 / The Catch Up,DRAKE,Cool,Medium Tempo,Urban,Male,20140809,117.0,0,1986.0
351,The Heart Wants What It Wants,SELENA GOMEZ,Aggressive,Fast Tempo,Pop,Male,20141122,247.0,0,1992.0
352,Tennis Court,LORDE,Cool,Medium Tempo,Electronica,Female,20140607,232.0,0,1996.0
353,Lay Me Down,SAM SMITH,Sophisticated,Medium Tempo,Urban,Male,20150221,250.0,0,1992.0
354,X,CHRIS BROWN,Sensual,Slow Tempo,Pop,Mixed,20141004,201.0,0,1989.0
355,American Kids,KENNY CHESNEY,Cool,Medium Tempo,Traditional,Male,20140705,178.0,0,1968.0
356,Wake Me Up!,AVICII,Defiant,Medium Tempo,Rock,Male,20140104,211.0,0,1989.0
357,Stuck On A Feeling,PRINCE ROYCE featuring SNOOP DOGG,Cool,Medium Tempo,Pop,Male,20150110,0.0,0,.0
358,Love Don't Die,THE FRAY,Urgent,Medium Tempo,Rock,Male,20140118,110.0,0,.0
359,6 Man,DRAKE,Cool,Medium Tempo,Urban,Male,20150307,357.0,0,1986.0
360,Fireflies,OWL CITY,Sensual,Medium Tempo,Alternative & Punk,Male,20091107,225.0,1,1986.0
361,A Guy Walks Into A Bar,TYLER FARR,Empowering,Medium Tempo,Traditional,Male,20150117,194.0,0,.0
362,Red Lights,TIESTO,Yearning,Medium Tempo,Rock,Male,20140329,228.0,0,1979.0
363,Demons,IMAGINE DRAGONS,Yearning,Medium Tempo,Alternative & Punk,Male,20140104,237.0,0,1987.0
364,23,"MIKE WILL MADE-IT feat MILEY CYRUS, WIZ KHALIFA & JUICY J",Cool,Medium Tempo,Urban,Mixed,20140104,321.0,0,1992.0
365,Leave The Night On,SAM HUNT,Yearning,Medium Tempo,Traditional,Male,20140712,228.0,0,1984.0
366,Booty,JENNIFER LOPEZ featuring IGGY AZALEA or PITBULL,Cool,Medium Tempo,Urban,Female,20141004,242.0,0,1969.0
367,Ain't It Fun,PARAMORE,Rowdy,Medium Tempo,Alternative & Punk,Mixed,20140315,273.0,0,.0
368,I Don't Fuck With You,BIG SEAN featuring E-40,Defiant,Medium Tempo,Urban,Male,20141011,248.0,0,.0
369,Yellow Flicker Beat,LORDE,Excited,Fast Tempo,Electronica,Female,20141018,211.0,0,1996.0
370,Irreplaceable,BEYONCE,Sensual,Slow Tempo,Urban,Female,20061216,300.0,1,1981.0
371,Oceans (Where Feet May Fail),HILLSONG UNITED,Romantic,Medium Tempo,Other,Mixed,20140201,278.0,0,.0
372,Come With Me Now,KONGOS,Defiant,Medium Tempo,Alternative & Punk,Male,20140419,183.0,0,.0
373,Soldier,DAMIEN,Sensual,Medium Tempo,Urban,Male,20150103,300.0,0,.0
374,Replay,ZENDAYA,Excited,Fast Tempo,Pop,Female,20140104,211.0,0,1996.0
375,Ordinary Love,U2,Empowering,Medium Tempo,Rock,Male,20140308,241.0,0,1960.0
376,Body Language,KID INK featuring USHER & TINASHE,Cool,Slow Tempo,Urban,Male,20141025,178.0,0,1978.0
377,Leave Your Lover,SAM SMITH,Easygoing,Medium Tempo,Urban,Male,20140607,304.0,0,1992.0
378,Bo$$,FIFTH HARMONY,Energizing,Medium Tempo,Pop,Female,20140726,251.0,0,1993.0
379,Love Me Like You Do,ELLIE GOULDING,Empowering,Slow Tempo,Electronica,Female,20150124,180.0,0,1986.0
380,Locked Out Of Heaven,BRUNO MARS,Urgent,Fast Tempo,Pop,Male,20121222,190.0,1,1985.0
381,Stronger (What Doesn't Kill You),KELLY CLARKSON,Excited,Medium Tempo,Pop,Female,20120218,2591.0,1,1982.0
382,Can't Hold Us,MACKLEMORE & RYAN LEWIS featuring RAY DALTON,Energizing,Medium Tempo,Urban,Male,20130518,207.0,1,1983.0
383,***Flawless,BEYONCE featuring NICKI MINAJ or CHIMAMANDA NGOZI ADICHIE,Defiant,Medium Tempo,Urban,Female,20140913,234.0,0,1981.0
384,Stoner,YOUNG THUG,Cool,Medium Tempo,Urban,Male,20140301,253.0,0,.0
385,Party Rock Anthem,LMFAO featuring LAUREN BENNETT & GOONROCK,Excited,Fast Tempo,Pop,Mixed,20110716,196.0,1,1975.0
386,Right Round,FLO RIDA,Energizing,Medium Tempo,Urban,Mixed,20090228,224.0,1,1979.0
387,Try,COLBIE CAILLAT,Empowering,Medium Tempo,Pop,Female,20140726,482.0,0,1985.0
388,Just Give Me A Reason,P!NK featuring NATE RUESS,Gritty,Medium Tempo,Pop,Mixed,20130427,223.0,1,1979.0
389,Heroes (We Could Be),ALESSO featuring TOVE LO,Empowering,Medium Tempo,Pop,Mixed,20141018,274.0,0,.0
390,Sippin' On Fire,FLORIDA GEORGIA LINE,Upbeat,Fast Tempo,Traditional,Male,20141025,250.0,0,1987.0
391,Move That Doh,"FUTURE featuring PHARRELL, PUSHA T & CASINO",Cool,Medium Tempo,Urban,Male,20140329,212.0,0,1981.0
392,Magic,COLDPLAY,Sensual,Slow Tempo,Alternative & Punk,Male,20140322,163.0,0,1979.0
393,Beg For It,IGGY AZALEA featuring MO,Cool,Medium Tempo,Pop,Female,20141108,173.0,0,.0
394,Tonight Looks Good On You,JASON ALDEAN,Yearning,Medium Tempo,Traditional,Male,20141011,215.0,0,1977.0
395,Holy Grail,JAY Z featuring JUSTIN TIMBERLAKE,Energizing,Fast Tempo,Urban,Male,20140104,221.0,0,1981.0
396,Whatever You Like,T.I.,Cool,Medium Tempo,Urban,Male,20080906,115.0,1,.0
397,Trap Queen,FETTY WAP,Energizing,Medium Tempo,Urban,Male,20150207,232.0,0,.0
398,Boom Clap,CHARLI XCX,Defiant,Medium Tempo,Alternative & Punk,Female,20140621,298.0,0,1992.0
399,Wrecking Ball,MILEY CYRUS,Empowering,Medium Tempo,Pop,Female,20140104,326.0,0,1992.0
400,Bed Of Lies,NICKI MINAJ featuring SKYLAR GREY,Yearning,Medium Tempo,Urban,Female,20141206,216.0,0,1982.0
401,Crack A Bottle,EMINEM featuring DR. DRE & 50 CENT,Cool,Medium Tempo,Urban,Male,20090221,105.0,1,1979.0
402,Good Girls,5 SECONDS OF SUMMER,Melancholy,Slow Tempo,Pop,Male,20140614,274.0,0,1996.0
403,She Looks So Perfect,5 SECONDS OF SUMMER,Peaceful,Slow Tempo,Pop,Male,20140419,279.0,0,1996.0
404,Feelin' It,SCOTTY McCREERY,Rowdy,Medium Tempo,Urban,Male,20141011,194.0,0,1993.0
405,Compass,LADY ANTEBELLUM,Urgent,Medium Tempo,Traditional,Mixed,20140104,278.0,0,1986.0
406,Later On,THE SWON BROTHERS,Empowering,Medium Tempo,Traditional,Male,20140830,224.0,0,.0
407,Or Nah,TY DOLLA $IGN featuring WIZ KHALIFA & DJ MUSTARD,Cool,Medium Tempo,Urban,Male,20140329,253.0,0,.0
408,Bartender,LADY ANTEBELLUM,Yearning,Medium Tempo,Traditional,Mixed,20140607,270.0,0,1986.0
409,You & I (Nobody In The World),JOHN LEGEND,Melancholy,Slow Tempo,Urban,Male,20140726,251.0,0,1978.0
410,TKO,JUSTIN TIMBERLAKE,Defiant,Medium Tempo,Pop,Male,20140104,44.0,0,1981.0
411,Shades Of Cool,LANA DEL REY,Sophisticated,Slow Tempo,Electronica,Female,20140614,209.0,0,1985.0
412,Sail,AWOLNATION,Cool,Medium Tempo,Alternative & Punk,Male,20140104,192.0,0,1978.0
413,Til It's Gone,KENNY CHESNEY,Cool,Medium Tempo,Urban,Mixed,20141115,280.0,0,1968.0
414,Shotgun Rider,TIM McGRAW,Gritty,Medium Tempo,Traditional,Mixed,20141018,226.0,0,1967.0
415,Legend,DRAKE,Cool,Medium Tempo,Urban,Male,20150228,243.0,0,1986.0
416,Drunk On A Plane,DIERKS BENTLEY,Upbeat,Medium Tempo,Traditional,Male,20140531,184.0,0,1975.0
417,Rewind,RASCAL FLATTS,Empowering,Medium Tempo,Traditional,Male,20140201,191.0,0,.0
418,Midnight,COLDPLAY,Sensual,Medium Tempo,Alternative & Punk,Male,20140503,212.0,0,1979.0
419,Kiss Kiss,CHRIS BROWN featuring T-PAIN,Cool,Medium Tempo,Urban,Male,20071110,272.0,1,1989.0
420,Beautiful Girls,SEAN KINGSTON,Cool,Medium Tempo,Pop,Male,20070811,209.0,1,1990.0
421,For The First Time In Forever,KRISTEN BELL & IDINA MENZEL,Lively,Medium Tempo,Soundtrack,Female,20140111,239.0,0,.0
422,Say You Do,DIERKS BENTLEY,Yearning,Medium Tempo,Traditional,Male,20150131,308.0,0,1975.0
