id,title,artist,mood,tempo,genre,artist_type,chart_date,durationSeg,top,anioNacimiento
423,Hey Brother,AVICII,Brooding,Medium Tempo,Electronica,Male,20140104,198.0,0,1989.0
424,Stronger,KANYE WEST,Cool,Medium Tempo,Urban,Male,20070929,166.0,1,1977.0
425,We R Who We R,KE$HA,Urgent,Medium Tempo,Pop,Female,20101113,151.0,1,1987.0
426,El Perdedor,ENRIQUE IGLESIAS featuring MARCO ANTONIO SOLIS,Sophisticated,Slow Tempo,Other,Male,20140208,230.0,0,1979.0
427,Wild Wild Love,PITBULL featuring G.R.L.,Excited,Medium Tempo,Pop,Mixed,20140315,153.0,0,1970.0
428,TiK ToK,KE$HA,Energizing,Medium Tempo,Pop,Female,20100102,107.0,1,1987.0
429,Angel In Blue Jeans,TRAIN,Brooding,Medium Tempo,Rock,Male,20140927,273.0,0,.0
430,Live Your Life,T.I. featuring RIHANNA,Rowdy,Medium Tempo,Urban,Mixed,20081018,237.0,1,1981.0
431,Bumpin' The Night,FLORIDA GEORGIA LINE,Upbeat,Fast Tempo,Traditional,Male,20141018,19.0,0,1987.0
432,m.A.A.d City,KENDRICK LAMAR featuring MC EIHT,Defiant,Medium Tempo,Urban,Male,20140215,0.0,0,.0
433,One Last Time,ARIANA GRANDE,Excited,Medium Tempo,Pop,Female,20150228,306.0,0,1993.0
434,CoCo,O.T. GENASIS,Sensual,Medium Tempo,Jazz,Male,20141206,329.0,0,.0
435,Shake It Off,TAYLOR SWIFT,Excited,Medium Tempo,Pop,Female,20140906,286.0,1,1989.0
436,Firework,KATY PERRY,Empowering,Medium Tempo,Pop,Female,20101218,252.0,1,1984.0
437,Give Me Everything,"PITBULL featuring NE-YO, AFROJACK & NAYER",Energizing,Fast Tempo,Urban,Mixed,20110709,244.0,1,1970.0
438,They Don't Know,RICO LOVE,Cool,Medium Tempo,Urban,Male,20140208,271.0,0,1982.0
439,Summer,CALVIN HARRIS,Defiant,Medium Tempo,Alternative & Punk,Male,20140405,343.0,0,1984.0
440,HeadBand,B.O.B featuring 2 CHAINZ,Defiant,Medium Tempo,Urban,Male,20140104,239.0,0,.0
441,Foreign,TREY SONGZ,Defiant,Medium Tempo,Urban,Male,20140719,202.0,0,1984.0
442,I Got A Car,GEORGE STRAIT,Empowering,Medium Tempo,Traditional,Male,20140614,191.0,0,1952.0
443,Trumpets,JASON DERULO,Lively,Fast Tempo,Pop,Male,20140614,190.0,0,.0
444,"Mary, Did You Know?",PENTATONIX,Melancholy,Medium Tempo,Pop,Mixed,20141206,0.0,0,1992.0
445,Poker Face,LADY GAGA,Energizing,Medium Tempo,Pop,Female,20090411,231.0,1,1986.0
446,Thrift Shop,MACKLEMORE & RYAN LEWIS featuring WANZ,Cool,Slow Tempo,Urban,Male,20130202,229.0,1,1983.0
447,Feelin' Myself,"WILL.I.AM featuring MILEY CYRUS, FRENCH MONTANA, WIZ KHALIFA",Defiant,Medium Tempo,Urban,Male,20140426,190.0,0,1990.0
448,Disturbia,RIHANNA,Urgent,Medium Tempo,Urban,Female,20080823,235.0,1,1988.0
449,Ridin',CHAMILLIONAIRE featuring KRAYZIE BONE,Cool,Medium Tempo,Urban,Male,20060603,187.0,1,1979.0
450,Break Free,ARIANA GRANDE featuring ZEDD,Excited,Medium Tempo,Pop,Mixed,20140719,249.0,0,1992.0
451,E.T.,KATY PERRY featuring KANYE WEST,Energizing,Medium Tempo,Pop,Mixed,20110409,252.0,1,1984.0
452,Guts Over Fear,EMINEM featuring SIA,Defiant,Medium Tempo,Urban,Mixed,20140913,189.0,0,1979.0
453,All I Want For Christmas Is You,MARIAH CAREY,Empowering,Medium Tempo,Urban,Female,20140104,183.0,0,1970.0
454,Ready Set Roll,CHASE RICE,Yearning,Medium Tempo,Traditional,Male,20140621,0.0,0,1985.0
455,What Goes Around...,JUSTIN TIMBERLAKE,Energizing,Fast Tempo,Pop,Male,20070303,346.0,1,1981.0
456,Loyal,CHRIS BROWN featuring LIL WAYNE & FRENCH MONTANA or & TOO SH,Defiant,Medium Tempo,Urban,Male,20140201,256.0,0,1989.0
457,"Honey, I'm Good.",ANDY GRAMMER,Excited,Medium Tempo,Pop,Male,20150228,225.0,0,1983.0
458,Achy Breaky 2,BUCK 22 featuring BILLY RAY CYRUS,Defiant,Medium Tempo,Traditional,Male,20140301,60.0,0,.0
459,Have Yourself A Merry Little Christmas,SAM SMITH,Melancholy,Slow Tempo,Urban,Male,20141227,182.0,0,1992.0
460,My Love,JUSTIN TIMBERLAKE featuring T.I.,Cool,Medium Tempo,Pop,Male,20061111,299.0,1,1981.0
461,Try Me,DEJ LOAF,Sensual,Medium Tempo,Urban,Female,20141108,202.0,0,.0
462,19 You + Me,DAN + SHAY,Empowering,Medium Tempo,Traditional,Male,20140118,220.0,0,.0
463,Lettin' The Night Roll,JUSTIN MOORE,Yearning,Medium Tempo,Traditional,Male,20140308,278.0,0,1984.0
464,Take A Bow,RIHANNA,Sensual,Slow Tempo,Urban,Female,20080524,234.0,1,1988.0
465,Now & Forever,DRAKE,Cool,Medium Tempo,Urban,Male,20150307,321.0,0,1986.0
466,Radio,DARIUS RUCKER,Rowdy,Medium Tempo,Traditional,Male,20140104,194.0,0,1966.0
467,We Were Us,KEITH URBAN & MIRANDA LAMBERT,Upbeat,Medium Tempo,Traditional,Mixed,20140104,0.0,0,.0
468,Blank Space,TAYLOR SWIFT,Sensual,Slow Tempo,Pop,Female,20141129,252.0,1,1989.0
469,When She Says Baby,JASON ALDEAN,Yearning,Medium Tempo,Traditional,Male,20140104,183.0,0,1977.0
470,In Your Arms,NICO & VINZ,Yearning,Medium Tempo,Pop,Male,20141101,211.0,0,1990.0
471,Sweet Annie,ZAC BROWN BAND,Empowering,Slow Tempo,Traditional,Male,20140104,160.0,0,.0
472,Just The Way You Are,BRUNO MARS,Cool,Medium Tempo,Pop,Male,20101002,222.0,1,1985.0
473,Temperature,SEAN PAUL,Energizing,Medium Tempo,Other,Male,20060401,187.0,1,1973.0
474,Believe Me,LIL WAYNE featuring DRAKE,Cool,Medium Tempo,Urban,Male,20140614,244.0,0,1982.0
475,Break The Rules,CHARLI XCX,Defiant,Medium Tempo,Alternative & Punk,Female,20141227,194.0,0,1992.0
476,Problem,ARIANA GRANDE featuring IGGY AZALEA,Defiant,Fast Tempo,Alternative & Punk,Male,20140517,198.0,0,1994.0
477,Good Kisser,USHER,Cool,Slow Tempo,Urban,Male,20140524,237.0,0,1978.0
478,Moves Like Jagger,MAROON 5 featuring CHRISTINA AGUILERA,Excited,Medium Tempo,Pop,Male,20110910,215.0,1,1979.0
479,Where It's At,DUSTIN LYNCH,Upbeat,Medium Tempo,Traditional,Male,20140503,259.0,0,1985.0
480,Rather Be,CLEAN BANDIT featuring JESS GLYNNE,Brooding,Medium Tempo,Alternative & Punk,Male,20140628,201.0,0,.0
481,42196,BEYONCE,Aggressive,Medium Tempo,Electronica,Male,20141213,195.0,0,1981.0
482,Big Girls Don't Cry,FERGIE,Empowering,Medium Tempo,Pop,Female,20070908,259.0,1,1975.0
483,Story Of My Life,ONE DIRECTION,Empowering,Slow Tempo,Pop,Male,20140104,219.0,0,1994.0
484,Run It!,CHRIS BROWN,Energizing,Medium Tempo,Urban,Male,20051126,249.0,1,1989.0
485,I Don't Mind,USHER featuring JUICY J,Sensual,Medium Tempo,Urban,Male,20141206,187.0,0,1978.0
486,It Won't Stop,SEVYN STREETER featuring CHRIS BROWN,Excited,Medium Tempo,Urban,Mixed,20140104,0.0,0,.0
487,Lonely Tonight,BLAKE SHELTON featuring ASHLEY MONROE,Empowering,Slow Tempo,Pop,Female,20141220,316.0,0,.0
488,Lean Back,TERROR SQUAD,Cool,Slow Tempo,Urban,Mixed,20040821,384.0,1,1970.0
489,Just Gettin' Started,JASON ALDEAN,Gritty,Medium Tempo,Traditional,Male,20141018,230.0,0,1977.0
490,Stay,FLORIDA GEORGIA LINE,Empowering,Medium Tempo,Traditional,Male,20140104,5839.0,0,1987.0
491,Something Big,SHAWN MENDES,Defiant,Medium Tempo,Pop,Male,20141122,214.0,0,1999.0
492,Dirt,FLORIDA GEORGIA LINE,Yearning,Medium Tempo,Traditional,Male,20140726,267.0,0,1987.0
493,Burn,USHER,Sensual,Medium Tempo,Urban,Male,20040522,257.0,1,1978.0
494,The Christmas Song (Merry Christmas To You),NAT KING COLE,Romantic,Medium Tempo,Pop,Male,20140104,178.0,0,1919.0
495,Ten Feet Tall,AFROJACK featuring WRABEL,Empowering,Medium Tempo,Electronica,Male,20140719,324.0,0,.0
496,Check On It,BEYONCE featuring SLIM THUG,Energizing,Medium Tempo,Urban,Mixed,20060204,399.0,1,1981.0
497,No Type,RAE SREMMURD,Defiant,Medium Tempo,Urban,Male,20141011,880.0,0,.0
498,2 On,TINASHE featuring SCHOOLBOY Q,Cool,Medium Tempo,Pop,Mixed,20140524,0.0,0,.0
499,Prayer In C,LILLYWOOD & ROBIN SCHULZ,Sentimental,Slow Tempo,Alternative & Punk,Mixed,20141220,214.0,0,.0
500,Girl Crush,LITTLE BIG TOWN,Empowering,Medium Tempo,Traditional,Mixed,20150221,6840.0,0,1971.0
501,Afire Love,ED SHEERAN,Yearning,Medium Tempo,Pop,Male,20140705,236.0,0,1991.0
502,Slow Down,SELENA GOMEZ,Energizing,Medium Tempo,Pop,Female,20140104,290.0,0,1992.0
503,I'm Not Gonna Miss You,GLEN CAMPBELL,Melancholy,Medium Tempo,Pop,Male,20141101,248.0,0,.0
504,Come Get It Bae,PHARRELL,Energizing,Medium Tempo,Pop,Male,20140524,197.0,0,1973.0
505,Team,LORDE,Excited,Medium Tempo,Electronica,Female,20140104,227.0,0,1996.0
506,Say It Right,NELLY FURTADO,Energizing,Medium Tempo,Pop,Female,20070224,205.0,1,1978.0
507,Song About A Girl,ERIC PASLAY,Yearning,Medium Tempo,Traditional,Male,20140621,0.0,0,1983.0
508,Immortals,FALL OUT BOY,Urgent,Medium Tempo,Alternative & Punk,Male,20150207,202.0,0,1984.0
509,Shower,BECKY G,Empowering,Medium Tempo,Pop,Female,20140621,238.0,0,1997.0
510,Come Join The Murder,THE WHITE BUFFALO & THE FOREST RANGERS,Melancholy,Medium Tempo,Rock,Male,20141227,206.0,0,.0
511,The Walker,FITZ AND THE TANTRUMS,Urgent,Fast Tempo,Alternative & Punk,Mixed,20140315,241.0,0,.0
512,Trophies,YOUNG MONEY featuring DRAKE,Sensual,Medium Tempo,Urban,Male,20140322,0.0,0,1986.0
513,La La La,NAUGHTY BOY featuring SAM SMITH,Sensual,Medium Tempo,Urban,Male,20140308,214.0,0,1992.0
514,Lookin' For That Girl,TIM McGRAW,Empowering,Medium Tempo,Traditional,Male,20140405,266.0,0,1967.0
515,Up All Night,JON PARDI,Rowdy,Medium Tempo,Traditional,Male,20140104,211.0,0,1985.0
516,Take Me To The Church,MATT McANDREW,Defiant,Medium Tempo,Pop,Male,20141206,231.0,0,1990.0
517,Where You Belong,THE WEEKND,Sensual,Medium Tempo,Alternative & Punk,Male,20150228,147.0,0,.0
518,The Heart Of Dixie,DANIELLE BRADBERY,Empowering,Slow Tempo,Traditional,Female,20140111,3064.0,0,.0
519,We Are Young,FUN. featuring JANELLE MONAE,Brooding,Slow Tempo,Pop,Mixed,20120317,4.0,1,1985.0
520,Really Don't Care,DEMI LOVATO featuring CHER LLOYD,Excited,Medium Tempo,Pop,Female,20140628,209.0,0,1992.0
521,Can't Raise A Man,K. MICHELLE,Sensual,Medium Tempo,Urban,Female,20140215,217.0,0,1982.0
522,Secrets,MARY LAMBERT,Excited,Medium Tempo,Pop,Female,20140920,232.0,0,.0
523,Love Runs Out,ONEREPUBLIC,Rowdy,Medium Tempo,Alternative & Punk,Male,20140503,77.0,0,1979.0
524,Energy,DRAKE,Cool,Medium Tempo,Urban,Male,20150228,321.0,0,1986.0
525,Make It Rain,ED SHEERAN,Rowdy,Medium Tempo,Alternative & Punk,Male,20141220,220.0,0,1991.0
526,I'm Ready,AJR,Melancholy,Slow Tempo,Traditional,Female,20140621,238.0,0,.0
527,Sugar,MAROON 5,Rowdy,Fast Tempo,Rock,Male,20150131,129.0,0,1981.0
528,18,ONE DIRECTION,Yearning,Medium Tempo,Pop,Male,20141129,76.0,0,1994.0
529,Shut Up And Dance,WALK THE MOON,Defiant,Medium Tempo,Alternative & Punk,Male,20141213,252.0,0,.0
530,The Way You Move,OUTKAST feat SLEEPY BROWN,Energizing,Medium Tempo,Pop,Male,20040214,79.0,1,1975.0
531,Who You Love,JOHN MAYER featuring KATY PERRY,Empowering,Slow Tempo,Pop,Mixed,20140104,278.0,0,.0
532,Beat Of The Music,BRETT ELDREDGE,Upbeat,Medium Tempo,Traditional,Male,20140222,308.0,0,1986.0
533,Let Her Go,PASSENGER,Yearning,Fast Tempo,Alternative & Punk,Male,20140104,235.0,0,.0
534,Hold It Against Me,BRITNEY SPEARS,Excited,Fast Tempo,Pop,Female,20110129,138.0,1,1981.0
535,Ain't Worth The Whiskey,COLE SWINDELL,Empowering,Medium Tempo,Traditional,Male,20150117,251.0,0,1983.0
536,Hideaway,KIESZA,Energizing,Medium Tempo,Electronica,Female,20140802,248.0,0,1989.0
537,Lolly,MAEJOR ALI featuring JUICY J & JUSTIN BIEBER,Defiant,Medium Tempo,Urban,Male,20140111,673.0,0,.0
538,Title,MEGHAN TRAINOR,Yearning,Medium Tempo,Pop,Female,20150110,0.0,0,1993.0
539,On Top Of The World,IMAGINE DRAGONS,Yearning,Medium Tempo,Alternative & Punk,Male,20140215,0.0,0,1987.0
540,Hold You Down,"DJ KHALED feat CHRIS BROWN, AUGUST ALSINA, FUTURE & JEREMIH",Sensual,Slow Tempo,Urban,Mixed,20140920,238.0,0,1989.0
541,Glamorous,FERGIE featuring LUDACRIS,Energizing,Medium Tempo,Pop,Mixed,20070324,279.0,1,1975.0
542,Feeling Myself,NICKI MINAJ featuring BEYONCE,Cool,Medium Tempo,Urban,Female,20150103,261.0,0,1982.0
543,Jealous,NICK JONAS,Excited,Medium Tempo,Pop,Male,20140927,352.0,0,1992.0
544,Young Girls,BRUNO MARS,Empowering,Medium Tempo,Pop,Male,20140118,222.0,0,1985.0
545,Bottoms Up,BRANTLEY GILBERT,Yearning,Medium Tempo,Traditional,Male,20140104,243.0,0,1985.0
546,Out Of The Woods,TAYLOR SWIFT,Defiant,Medium Tempo,Pop,Female,20141101,374.0,0,1989.0
547,Can't Remember To Forget You,SHAKIRA featuring RIHANNA,Urgent,Fast Tempo,Pop,Female,20140201,272.0,0,1977.0
548,Everything I Shouldn't Be Thinking About,THOMPSON SQUARE,Defiant,Medium Tempo,Alternative & Punk,Male,20140201,212.0,0,.0
549,XO,BEYONCE,Excited,Fast Tempo,Urban,Female,20140104,221.0,0,1981.0
550,Call Me Maybe,CARLY RAE JEPSEN,Excited,Medium Tempo,Pop,Female,20120623,203.0,1,1985.0
551,Ayo,CHRIS BROWN & TYGA,Sensual,Slow Tempo,Urban,Male,20150124,211.0,0,1989.0
552,Beachin',JAKE OWEN,Yearning,Medium Tempo,Traditional,Male,20140412,5434.0,0,1981.0
553,Chasing The Sun,HILARY DUFF,Empowering,Medium Tempo,Rock,Male,20140816,0.0,0,1987.0
554,The Man,ALOE BLACC,Yearning,Medium Tempo,Urban,Male,20140118,201.0,0,1979.0
555,Low,FLO RIDA featuring T-PAIN,Brooding,Medium Tempo,Alternative & Punk,Male,20080105,212.0,1,1979.0
556,Lollipop,LIL WAYNE featuring STATIC MAJOR,Cool,Medium Tempo,Urban,Male,20080503,260.0,1,1982.0
557,Rockin' Around The Christmas Tree,BRENDA LEE,Upbeat,Medium Tempo,Traditional,Female,20140104,334.0,0,1944.0
558,Laffy Taffy,D4L,Energizing,Medium Tempo,Urban,Male,20060114,237.0,1,1983.0
559,Ultraviolence,LANA DEL REY,Empowering,Medium Tempo,Electronica,Female,20140621,209.0,0,1985.0
560,Black Widow,IGGY AZALEA featuring RITA ORA,Excited,Fast Tempo,Urban,Female,20140719,212.0,0,.0
561,Everything Is AWESOME!!!,TEGAN AND SARA featuring THE LONELY ISLAND,Excited,Fast Tempo,Soundtrack,Mixed,20140301,278.0,0,.0
562,Brave,SARA BAREILLES,Excited,Fast Tempo,Pop,Female,20140104,207.0,0,1979.0
563,Confessions Part II,USHER,Sensual,Medium Tempo,Urban,Male,20040724,205.0,1,1978.0
564,Seen It All,JEEZY featuring JAY Z,Defiant,Medium Tempo,Urban,Male,20140920,145.0,0,.0
565,Part II (On The Run),JAY Z featuring BEYONCE,Energizing,Medium Tempo,Urban,Mixed,20140308,3962.0,0,.0
566,Hips Don't Lie,SHAKIRA featuring WYCLEF JEAN,Fiery,Medium Tempo,Urban,Mixed,20060617,41.0,1,1977.0
567,Up Down (Do This All Day),T-PAIN featuring B.O.B,Energizing,Medium Tempo,Urban,Male,20140104,407.0,0,1985.0
568,Candy Shop,50 CENT featuring OLIVIA,Cool,Slow Tempo,Urban,Mixed,20050305,317.0,1,1975.0
569,Play It Again,LUKE BRYAN,Empowering,Medium Tempo,Traditional,Male,20140329,217.0,0,1976.0
570,Sleeping With A Friend,NEON TREES,Defiant,Medium Tempo,Alternative & Punk,Male,20140315,247.0,0,.0
571,Keep Them Kisses Comin',CRAIG CAMPBELL,Gritty,Medium Tempo,Traditional,Male,20140517,229.0,0,.0
572,Glory And Gore,LORDE,Cool,Medium Tempo,Electronica,Female,20140308,182.0,0,1996.0
573,FourFiveSeconds,RIHANNA & KANYE WEST & PAUL McCARTNEY,Empowering,Medium Tempo,Pop,Mixed,20150207,219.0,0,1981.0
574,Get On Your Knees,NICKI MINAJ featuring ARIANA GRANDE,Energizing,Fast Tempo,Urban,Female,20150103,0.0,0,1982.0
575,My Eyes,BLAKE SHELTON featuring GWEN SEBASTIAN,Empowering,Medium Tempo,Traditional,Mixed,20140517,258.0,0,.0
576,Radioactive,IMAGINE DRAGONS,Brooding,Medium Tempo,Alternative & Punk,Male,20140104,241.0,0,1979.0
577,Bad Bitch,FRENCH MONTANA featuring JEREMIH,Energizing,Medium Tempo,Urban,Male,20150110,201.0,0,.0
578,Royals,LORDE,Cool,Medium Tempo,Electronica,Female,20131012,320.0,1,1996.0
579,Heart Attack,ENRIQUE IGLESIAS,Sensual,Slow Tempo,Other,Male,20140111,228.0,0,1975.0
580,Blurred Lines,ROBIN THICKE featuring T.I. & PHARRELL,Energizing,Medium Tempo,Pop,Male,20130622,14.0,1,1977.0
581,Safe And Sound,CAPITAL CITIES,Excited,Medium Tempo,Alternative & Punk,Male,20140104,0.0,0,.0
582,Slave To The Rhythm,MICHAEL JACKSON,Fiery,Medium Tempo,Urban,Male,20140607,238.0,0,1958.0
583,Black And Yellow,WIZ KHALIFA,Cool,Medium Tempo,Urban,Male,20110219,3662.0,1,1987.0
584,Chainsaw,THE BAND PERRY,Yearning,Medium Tempo,Traditional,Mixed,20140531,1158.0,0,1983.0
585,I Believe,FANTASIA,Empowering,Medium Tempo,Urban,Female,20040710,205.0,1,1984.0
586,Wild Life,JACK & JACK,Defiant,Medium Tempo,Pop,Male,20140823,41.0,0,.0
587,Masterpiece,JESSIE J,Energizing,Medium Tempo,Pop,Female,20150103,199.0,0,1988.0
588,Sexy And I Know It,LMFAO,Aggressive,Medium Tempo,Urban,Male,20120107,260.0,1,1975.0
589,Adore You,MILEY CYRUS,Empowering,Medium Tempo,Pop,Female,20140111,1351.0,0,1992.0
590,Explosions,ELLIE GOULDING,Empowering,Slow Tempo,Electronica,Female,20140301,301.0,0,1986.0
591,I Bet My Life,IMAGINE DRAGONS,Yearning,Medium Tempo,Alternative & Punk,Male,20141115,235.0,0,1979.0
592,I Won,FUTURE featuring KANYE WEST,Sensual,Slow Tempo,Urban,Male,20140510,231.0,0,1977.0
593,My Hitta,YG X JEEZY X RICH HOMIE QUAN,Cool,Medium Tempo,Urban,Male,20140104,227.0,0,.0
594,Not Afraid,EMINEM,Energizing,Medium Tempo,Urban,Male,20100522,259.0,1,1974.0
595,Classic,MKTO,Energizing,Medium Tempo,Pop,Male,20140301,297.0,0,.0
596,Makes Me Wonder,MAROON5,Energizing,Medium Tempo,Pop,Male,20070512,226.0,1,1979.0
597,Girl In A Country Song,MADDIE & TAE,Upbeat,Medium Tempo,Traditional,Female,20140816,212.0,0,.0
598,Buy U A Drank (Shawty Snappin'),T-PAIN featuring YUNG JOC,Energizing,Fast Tempo,Urban,Male,20070526,243.0,1,1989.0
599,I Put A Spell On You,ANNIE LENNOX,Gritty,Medium Tempo,Pop,Female,20150228,200.0,0,1954.0
600,Crank That (Soulja Boy),SOULJA BOY,Defiant,Slow Tempo,Urban,Male,20070915,152.0,1,1990.0
601,6 God,DRAKE,Cool,Medium Tempo,Urban,Male,20150307,357.0,0,1986.0
602,Hollaback,GWEN STEFANI,Defiant,Medium Tempo,Pop,Female,20050507,77.0,1,1969.0
603,Drink To That All Night,JERROD NIEMANN,Upbeat,Medium Tempo,Traditional,Male,20140118,267.0,0,.0
604,Look At You,BIG & RICH,Empowering,Medium Tempo,Traditional,Male,20140920,235.0,0,.0
605,Love In This Club,USHER featuring YOUNG JEEZY,Sensual,Medium Tempo,Urban,Male,20080315,198.0,1,1978.0
606,Burn,ELLIE GOULDING,Energizing,Medium Tempo,Electronica,Female,20140104,255.0,0,1986.0
607,Shots,IMAGINE DRAGONS,Yearning,Medium Tempo,Alternative & Punk,Male,20150214,523.0,0,1979.0
608,Mmm Yeah,AUSTIN MAHONE featuring PITBULL,Excited,Medium Tempo,Urban,Male,20140208,541.0,0,.0
609,Inside Your Heaven,CARRIE UNDERWOOD,Empowering,Medium Tempo,Traditional,Female,20050702,205.0,1,1983.0
610,When I Was Your Man,BRUNO MARS,Sophisticated,Medium Tempo,Pop,Male,20130420,223.0,1,1985.0
611,Chillin' It,COLE SWINDELL,Yearning,Medium Tempo,Traditional,Male,20140104,206.0,0,1983.0
612,Jungle,JAMIE N COMMONS & X AMBASSADORS,Defiant,Medium Tempo,Rock,Male,20140628,235.0,0,.0
613,Boom Boom Pow,THE BLACK EYED PEAS,Cool,Medium Tempo,Urban,Mixed,20090418,41.0,1,1975.0
614,Last Friday Night (T.G.I.F.),KATY PERRY,Excited,Medium Tempo,Pop,Female,20110827,252.0,1,1984.0
615,Rolling In The Deep,ADELE,Yearning,Medium Tempo,Pop,Female,20110521,124.0,1,1988.0
616,All Me,DRAKE featuring 2 CHAINZ & BIG SEAN,Defiant,Medium Tempo,Urban,Male,20140104,163.0,0,1986.0
617,Get Me Some Of That,THOMAS RHETT,Yearning,Medium Tempo,Traditional,Male,20140125,220.0,0,1990.0
618,How I Feel,FLO RIDA,Excited,Medium Tempo,Urban,Male,20140125,258.0,0,1979.0
619,Slow Motion,TREY SONGZ,Sensual,Medium Tempo,Urban,Male,20150207,239.0,0,1984.0
620,Heaven,JAKE WORTHINGTON,Empowering,Slow Tempo,Traditional,Male,20140531,208.0,0,.0
621,California Gurls,KATY PERRY featuring SNOOP DOGG,Excited,Medium Tempo,Pop,Mixed,20100619,235.0,1,1984.0
622,Calm Down,BUSTA RHYMES featuring EMINEM,Defiant,Medium Tempo,Urban,Male,20140719,211.0,0,1972.0
623,Like A G6,FAR*EAST MOVEMENT featuring CATARACS & DEV,Sensual,Medium Tempo,Urban,Male,20101030,309.0,1,1981.0
624,We Dem Boyz,WIZ KHALIFA,Energizing,Medium Tempo,Urban,Male,20140503,238.0,0,1987.0
625,Headlights,EMINEM featuring NATE RUESS,Defiant,Medium Tempo,Urban,Male,20140329,284.0,0,1972.0
626,Work Bitch,BRITNEY SPEARS,Defiant,Medium Tempo,Pop,Female,20140118,255.0,0,1981.0
627,I Gotta Feeling,THE BLACK EYED PEAS,Empowering,Medium Tempo,Urban,Mixed,20090711,174.0,1,1977.0
628,Mean To Me,BRETT ELDREDGE,Yearning,Medium Tempo,Traditional,Male,20141122,659.0,0,1986.0
629,Uma Thurman,FALL OUT BOY,Excited,Fast Tempo,Alternative & Punk,Male,20150131,1300.0,0,1984.0
630,The Blower's Daughter,MATT McANDREW,Romantic,Medium Tempo,Pop,Male,20141220,881.0,0,1990.0
631,First Love,JENNIFER LOPEZ,Peaceful,Slow Tempo,Pop,Female,20140705,238.0,0,1970.0
632,No One,ALICIA KEYS,Sophisticated,Slow Tempo,Urban,Female,20071201,157.0,1,1981.0
633,She Came To Give It To You,USHER featuring NICKI MINAJ,Energizing,Medium Tempo,Urban,Mixed,20140913,209.0,0,1982.0
634,Wasted Love,MATT McANDREW,Sentimental,Slow Tempo,Pop,Male,20150103,226.0,0,1990.0
